bing	52	bing	33.485306276884295
bing	344	live search	33.376378415395195
bing	354	msn search	33.376178415395195
bing	637	web search engine	2.0994566984825087
bing	357	main page	1.9874323881783353
bing	519	search engine optimization	1.4997166736102387
bing	326	keyword (internet search)	1.4996166736102388
bing	343	list of search engines	1.4006916866561645
bing	98	comparison of web search engines	1.3028575680344503
bing	373	microsoft	1.1384701963718291
bing	447	powerset (company)	1.1004179303470099
bing	250	google search	0.9026652515188992
bing	381	msnbot	0.9015849401632123
bing	518	search engine marketing	0.9009525449898347
bing	337	learning to rank	0.9000617999430411
bing	247	google	0.8313476131348354
bing	194	duckduckgo	0.8016962495644738
bing	656	yebol	0.8008884226610937
bing	336	leapfish	0.8004595212841372
bing	492	robots.txt	0.7080995637508543
bing	152	data mining	0.7029908886558901
bing	647	wolfram alpha	0.7026580906196064
bing	654	yahoo! search	0.7017693895538509
bing	520	search engine results pages	0.700740969036421
bing	631	web mining	0.7004647257790938
bing	638	web search query	0.7003844176986304
bing	75	carrot2	0.7003157997589299
bing	525	semantic search	0.7003078671055383
bing	493	robots exclusion standard	0.7001992727099255
bing	45	baidu	0.6187763659202128
bing	35	ask.com	0.6038392817210926
bing	21	altavista	0.6023248469371726
bing	277	info.com	0.6023221078045033
bing	622	webcrawler	0.6009879437338906
bing	245	goby inc.	0.6009783341242811
bing	466	quaero	0.6006318995789866
bing	187	dogpile	0.6006314101832252
bing	401	naver	0.6005878626308899
bing	427	organic search	0.6005626912086383
bing	244	go.com	0.6004384436871661
bing	625	web crawler	0.600367833780187
bing	619	volunia	0.6003308047434996
bing	355	machine learning	0.6002081223359859
bing	369	meta tags	0.6001097240369211
bing	117	computer vision	0.6000873085997653
bing	276	index (search engine)	0.6000813783802947
bing	517	search engine indexing	0.6000813783802947
bing	626	web crawling	0.600067833780187
bing	241	geographic information systems	0.6000601817120844
bing	219	facebook	0.4777323881783352
bing	648	world wide web	0.06193238817833519
bing	257	html	0.04713238817833519
bing	535	software	0.03653238817833519
bing	506	sql	0.03423238817833519
bing	224	file transfer protocol	0.033732388178335196
bing	135	dna	0.029032388178335193
bing	650	xml	0.02673238817833519
bing	204	europe	0.02333238817833519
bing	268	ibm	0.02313238817833519
bing	653	yahoo!	0.02023238817833519
bing	133	customer relationship management	0.01433238817833519
bing	433	pagerank	0.01423238817833519
